文件标题,信息时间,正文标题,公告编号,出让时间,公告类型,地块编号,地块位置,土地用途,土地面积(公顷),出让年限,成交价(万元),受让单位,土地现状,土地使用条件,备注,公示期,联系方式,单位地址,邮政编码,联系电话,联系人,联系单位,电子邮件,爬取地址url,唯一标识,
长汀县自然资源局国有土地使用权招拍挂出让成交公示,2020/4/14,长汀县自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,2019P23,大同镇南里村,普通商品房,4.0479,70年,29100万,长汀欣盛房地产开发有限公司,净地,,,2019年12月13日至 2019年12月18日,,长汀县横岗岭7号,366300,0597-6801615,董先生、王先生,长汀县自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7dfe7d9e-fc06-413e-9431-03f1d13bbab4&CategoryNum=084001,3eba07e548b78cbd22c2c48df5f92d78
龙岩市自然资源局国有土地使用权招拍挂出让成交公示,2020/4/23,龙岩市自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,2020挂-G18,双永高速北出口东侧、北外环南侧、蒋武溪路西侧、瓦绕溪北侧,工矿仓储用地-工业用地（专用设备制造业）,30.8213,50年,9280,福建龙净环保股份有限公司,净地,,,2020 年4月22日 至 2020年4月28日,,福建省龙岩市莲新南路2号,364000,0597-2291438,陈小姐，谢先生,龙岩市自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=2e1bcfdb-ee56-4c9e-95c2-bdbd5e9a972a&CategoryNum=084001,e04c90bea0f47e5e21d2a0c03945d83f
上杭县自然资源局国有土地使用权拍卖出让公告,2020/4/28,上杭县自然资源局国有土地使用权拍卖出让公告,,,出让结果,2020拍06号,临城镇二环路南侧 金山路东侧,住宅用地-城镇住宅用地（普通商品房）,6.9994,商业用地40年、住宅用地70年,37220,龙岩市鼎丰盛商业综合体管理有限公司,净地,按《上杭县国有建设用地使用权拍卖出让文件资料》2020拍06（金山湖片区1号地块）要求建设,,2020年04月28日至 2020年05月02日,,上杭县北环中路171号,364200,0597-3132818,王先生、邓女士,上杭县自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3042d3d3-fa40-4798-8084-c6782421b7ba&CategoryNum=084001,211e83d467b6d628ca7e36183e074538
漳平市自然资源局国有土地使用权出让成交公示,2020/4/28,漳平市自然资源局国有土地使用权出让成交公示,漳成交告字[2020]7号,,出让结果,2020拍-1号,吾祠乡吾祠村富大垵,零售商业用地,0.1966,40年,145,毛文顶,净地,,,2020年4月28日至2020年5月02日 ,,漳平市江滨路626号漳平市自然资源局,364400,0597-7538821,李女士、张女士,漳平市自然资源局自然资源开发利用与国土空间用途管制股,zp7523678@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7354338a-98eb-49bb-a925-5a40c44c7f25&CategoryNum=084001,ec78c6d7a8c93eae54a1c209821b6005
龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,2020/4/28,龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,,,出让结果,2020-挂-09,永定区坎市镇洽溪村,造纸和纸制品业,0.0342,50年,4,福建万隆纸业有限公司,净地,,,2020年4月28日 至 2020年5月11日 ,,福建省龙岩市永定区凤城街道南通路70号,364100,0597-3011915,管制利用股工作人员,龙岩市永定区自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=acaf7f4e-929d-43ea-9a9f-053d0d46d300&CategoryNum=084001,fc118b2523fd4aecd3ba3cab47657393
龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,2020/4/28,龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,,,出让结果,2020-挂-10,坎市镇洽溪村,造纸和纸制品业,0.1395,50年,16.5,福建万隆纸业有限公司,净地,,,2020年4月28日 至 2020年5月11日 ,,福建省龙岩市永定区凤城街道南通路70号,364100,0597-3011915,管制利用股工作人员,龙岩市永定区自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=acaf7f4e-929d-43ea-9a9f-053d0d46d300&CategoryNum=084001,fc118b2523fd4aecd3ba3cab47657393
龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,2020/4/28,龙岩市永定区自然资源局国有建设用地使用权挂牌出让成交公示,,,出让结果,2020-挂-11,永定区高陂镇富岭村,酒、饮料和精制茶制造业,0.6926,50年,89,龙岩印象雨林矿泉水有限公司,净地,,,2020年4月28日 至 2020年5月11日 ,,福建省龙岩市永定区凤城街道南通路70号,364100,0597-3011915,管制利用股工作人员,龙岩市永定区自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=acaf7f4e-929d-43ea-9a9f-053d0d46d300&CategoryNum=084001,fc118b2523fd4aecd3ba3cab47657393
龙岩市自然资源局国有土地使用权招拍挂出让成交公示,2020/4/30,龙岩市自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,2020挂-G19,兴盛路东南侧、龙达路东北侧,工矿仓储用地-工业用地（标准厂房）,9.273,50年,2562,龙岩新罗产业园区发展集团有限公司,净地,,,2020 年4月30日 至 2020年5月7日,,福建省龙岩市莲新南路2号,364000,0597-2291438,陈小姐，谢先生,龙岩市自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7604a80e-f3f4-4d00-9aa1-1df236827f1e&CategoryNum=084001,e70b1366cb218e2f83f490b8130f5d41
福建省长汀县石寨矿区建筑用砂岩矿（机制砂用）采矿权拍卖出让公示,2020/5/6,福建省长汀县石寨矿区建筑用砂岩矿（机制砂用）采矿权拍卖出让公示,,,出让结果,,长汀县河田镇蔡坊村,,,10年（含基建期和扫尾期）,叁仟伍佰柒拾万元整（￥: 3570万元整）,福建省云腾投资有限公司（自然人独资）,,,,内对出让矿权有异议的，请以书面材料形式送：龙岩市国土资源交易评审中心或长汀县自然资源局（以公示期内收到时间为准）,,,,0597-2236936,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=bf353f1e-0ebf-4ab7-b5f0-00adf588d814&CategoryNum=084001,c09f2fedc9f680d93cdf6bb791f8f5bf
龙岩市永定区国土资源局国有建设用地使用权拍卖出让成交公示,2018/12/24,龙岩市永定区国土资源局国有建设用地使用权拍卖出让成交公示,,,出让结果,2018-拍-28,永定区凤城街道井下路南侧,住宅用地—城镇住宅用地（普通住宅）、商服用地—批发零售用地（商店，不含商业办公）,2.0096,70年,6520,薛兴,净地,,,2018年12月21日至 2019年01月02日,,福建省龙岩市永定区凤城街道南通路70号,364100,5973011915,土地利用股工作人员,龙岩市永定区国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e66b34f5-e73b-4b7b-9f55-d1ce785361d8&CategoryNum=084001,115b1c8d9e9967386f58a67e1cbcde6f
漳平市永福后盂矿区建筑用花岗岩（机制砂）矿点采矿权拍卖出让公示,2018/4/28,漳平市永福后盂矿区建筑用花岗岩（机制砂）矿点采矿权拍卖出让公示,龙矿交易示字[2018]01号,,出让结果,,漳平市永福镇,,,18年,壹仟壹佰壹拾万元整（￥:1110万元整）,福建龙岩市金茂砂石开发有限公司,,,,内对出让矿权有异议的，请以书面材料形式送：龙岩市国土资源交易评审中心或漳平市国土资源局（以公示期内收到时间为准）,,,,0597-2236936,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=683c250a-d5f0-46c5-809e-823ac07d2dff&CategoryNum=084001,3deb8dea49429d74e9495abefd4c837e
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2016/4/8,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,地块位置,土地面积(公顷),出让年限,土地用途,成交价(万元),受让单位,2016拍-3,,现状,,2016年4月8日至2016年4月13日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,苏先生、林先生,龙岩市国土资源局用地科,lytdlyk @163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c0c8d343-8b20-4fd7-95c8-7047f71f593c&CategoryNum=084001,91474261bcc74a20eb579784231e948b
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2017/6/1,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2017]2号,,出让结果,2017拍-3,东肖南路与兴业路交叉口西北角，漳龙高速公路南侧,住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅：70年、公共管理与公共服务：50年,7.3474,住宅：70年、公共管理与公共服务：50年,73900,龙岩宝晟房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅：70年、公共管理与公共服务：50年,2017年6月1日至2017年6月6日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=30561e89-d35c-4e08-a564-817d8967b171&CategoryNum=084001,2f7ae4f4ad5486168a828d77ebf7de47
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2017/6/1,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2017]2号,,出让结果,2017拍-4,龙腾路与登高西路交叉口西北角,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）、商服用地-住宿餐饮用地（宾馆、酒店，不含商业办公）；出让年限：商服40年，住宅70年,0.8432,商服40年，住宅70年,15800,龙岩西陂中祥投资有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）、商服用地-住宿餐饮用地（宾馆、酒店，不含商业办公）；出让年限：商服40年，住宅70年,2017年6月1日至2017年6月6日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=30561e89-d35c-4e08-a564-817d8967b171&CategoryNum=084001,2f7ae4f4ad5486168a828d77ebf7de47
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2017/6/1,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2017]2号,,出让结果,2017拍-5,东外环路和金鸡路西南角地块,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年，住宅70年,2.0812,商服40年，住宅70年,21500,龙岩市土地发展经营有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年，住宅70年,2017年6月1日至2017年6月6日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=30561e89-d35c-4e08-a564-817d8967b171&CategoryNum=084001,2f7ae4f4ad5486168a828d77ebf7de47
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2017/6/1,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2017]2号,,出让结果,2017拍-6,曹溪中路东侧、闽西职业技术学院南校区南侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、商场，不含商业办公）；出让年限：商服40年，住宅70年,0.8093,商服40年，住宅70年,18000,厦门新景地集团有限公司、福建永年地产有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、商场，不含商业办公）；出让年限：商服40年，住宅70年,2017年6月1日至2017年6月6日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=30561e89-d35c-4e08-a564-817d8967b171&CategoryNum=084001,2f7ae4f4ad5486168a828d77ebf7de47
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2017/6/12,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2017]3号,,出让结果,2017拍-7,漳龙高速公路北面、龙岩大道东面,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，超市，不含商业办公）、商服用地-批发零售用地（标准化菜市场，不含商业办公）、公共管理与公共服务用地-科教用地（幼儿园）、公共管理与公共服务用地-公共设施用地（垃圾转运站及公厕）；出让年限：商服40年，住宅70年、公共管理与公共服务：50年,9.1037,商服40年，住宅70年、公共管理与公共服务：50年,106500,厦门建瑞房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，超市，不含商业办公）、商服用地-批发零售用地（标准化菜市场，不含商业办公）、公共管理与公共服务用地-科教用地（幼儿园）、公共管理与公共服务用地-公共设施用地（垃圾转运站及公厕）；出让年限：商服40年，住宅70年、公共管理与公共服务：50年,2017年6月9日至2017年6月14日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=78addc9c-d5a9-49ff-9cd0-3339bd3f2142&CategoryNum=084001,7ba17b52f683f1a123aaa87fd0224227
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),2017/7/18,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),,,出让结果,2017拍-1,新罗区紫金山体育公园,其他商服用地,1.9335,40年,4960,龙岩紫金山体育公园投资开发有限公司,净地,现状,,2017年7月7日至2017年7月12日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=36d07a25-54b6-4f5b-945c-7fd33636a4b0&CategoryNum=084001,8267ebe39f135393ffdcbe91c4fe271e
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),2017/7/18,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),,,出让结果,2017拍-8,东肖南路与兴业路交叉口西北角，漳龙高速公路南侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）、公共管理与公共服务用地-医卫慈善用地（社区卫生服务中心）、公共管理与公共服务用地-机关团体用地（居委会）；出让年限：商服40年，住宅70年,10.6993,商服40年，住宅70年,138800,龙岩市中奥房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）、公共管理与公共服务用地-医卫慈善用地（社区卫生服务中心）、公共管理与公共服务用地-机关团体用地（居委会）；出让年限：商服40年，住宅70年,2017年7月7日至2017年7月12日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=36d07a25-54b6-4f5b-945c-7fd33636a4b0&CategoryNum=084001,8267ebe39f135393ffdcbe91c4fe271e
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),2017/7/18,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]4号),,,出让结果,2017拍-9,东肖南路与兴业路交叉口东南角，龙岩高速出口南侧,中低价位、中小套型普通商品住房用地,1.746,70年,14500,厦门市碧桂园房地产开发有限公司,净地,现状,,2017年7月7日至2017年7月12日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=36d07a25-54b6-4f5b-945c-7fd33636a4b0&CategoryNum=084001,8267ebe39f135393ffdcbe91c4fe271e
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]5号),2017/7/18,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]5号),,,出让结果,2017拍-11,金鸡路南侧、曹溪中路西面、广电大厦东面,中低价位、中小套型普通商品住房用地,1.8512,70年,50300,龙岩市土地发展经营有限公司,净地,现状,,2017年7月18日至2017年7月23日,,新罗区西安南路莲花小区国土资源局大楼,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ff7d72ee-ea36-43e9-bccb-c134e3be53bf&CategoryNum=084001,d4a4960e1b48f3c46674842bd793e036
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),2017/10/26,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),,,出让结果,2017拍-12,乘风路与莲庄南路交叉口东北侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）；出让年限：商服40年，住宅70年,3.8197,商服40年，住宅70年,25600,龙岩龙华置业有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）；出让年限：商服40年，住宅70年,2017年10月24日至2017年10月29日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生 联系电话：2212028,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=dcae2ad8-e420-443a-85cf-1e5c14ff660b&CategoryNum=084001,dd34cb4246835d68563f8b74aae8e0b7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),2017/10/26,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),,,出让结果,2017拍-13,浮东路与莲庄南路交叉口东南侧,中低价位、中小套型普通商品住房用地,2.0354,70年,13200,龙岩龙华置业有限公司,净地,现状,,2017年10月24日至2017年10月29日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生 联系电话：2212028,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=dcae2ad8-e420-443a-85cf-1e5c14ff660b&CategoryNum=084001,dd34cb4246835d68563f8b74aae8e0b7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),2017/10/26,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),,,出让结果,2017拍-14,志高动漫城南侧，龙腾南路西侧,中低价位、中小套型普通商品住房用地,8.4194,住宅70年、公共管理与公共服务50年,69200,莆田瑞腾置业有限公司,净地,现状,,2017年10月24日至2017年10月29日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生 联系电话：2212028,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=dcae2ad8-e420-443a-85cf-1e5c14ff660b&CategoryNum=084001,dd34cb4246835d68563f8b74aae8e0b7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),2017/10/26,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]8号),,,出让结果,2017拍-15,志高动漫城南侧,中低价位、中小套型普通商品住房用地,4.1533,70年,35200,福建德兴集团房地产开发有限公司,净地,现状,,2017年10月24日至2017年10月29日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生 联系电话：2212028,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=dcae2ad8-e420-443a-85cf-1e5c14ff660b&CategoryNum=084001,dd34cb4246835d68563f8b74aae8e0b7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]10号),2018/1/15,龙岩市国土资源局国有土地使用权招拍挂出让成交公示(龙国土示字[2017]10号),龙国土示字[2017]10号,,出让结果,2017拍-16,天星路与东外环路交叉口西南侧,住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,5.0469,住宅70年,24050,龙岩市土地发展经营有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,2017年12月29日至2018年1月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=cc0b3a43-71ac-49c4-95dd-087313b73964&CategoryNum=084001,1f996653fe6e4902e9580cee56156fa1
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-1,东外环路与浮东路交叉口西北角,住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅70年，公共管理与公共服务50年,2.8675,住宅70年，公共管理与公共服务50年,13600,厦门傲颜企业管理有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅70年，公共管理与公共服务50年,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-2,浮东路北侧，董邦小区西侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年，住宅70年,3.1742,商服40年，住宅70年,24600,广州润浩实业有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年，住宅70年,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-3,龙岩大道东侧，华侨职业中专学校北侧，特殊教育学校南侧,中低价位、中小套型普通商品住房用地,2.6943,70年,50600,福建德兴集团房地产开发有限公司,净地,现状,,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-4,龙岩大道与金鸡路交叉口东南角,住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅70年，公共管理与公共服务50年,3.0806,住宅70年，公共管理与公共服务50年,42900,阳光城集团龙岩投资开发有限公司,净地,现状,土地用途住宅用地-城镇住宅用地（普通住宅）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：住宅70年，公共管理与公共服务50年,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-5,犀牛路东侧，青松路北侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、商场，不含商业办公）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：商服40年，住宅70年，公共管理与公共服务50年,4.8406,商服40年，住宅70年，公共管理与公共服务50年,25050,龙岩市福碧房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、商场，不含商业办公）、公共管理与公共服务用地-科教用地（幼儿园）；出让年限：商服40年，住宅70年，公共管理与公共服务50年,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,2018/3/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]1号,龙国土示字[2018]1号,,出让结果,2018拍-6,龙门镇朝前村，龙门溪南侧、留坑溪西侧,商服用地-其他商服用地（商业仓储）；出让年限：商服40年,2.435,商服40年,3150,龙岩国誉饮食服务有限公司,净地,现状,土地用途：商服用地-其他商服用地（商业仓储）；出让年限：商服40年,2018年3月29日至2018年4月5日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7222b082-d6a2-46ba-882c-b04f429229be&CategoryNum=084001,4cf6da29cab33981fa7817749541d09c
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,2018/7/6,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,龙国土示字[2018]2号,,出让结果,2018拍-7,南环东路东侧，龙岩洞公园南侧，东岳花园北侧,其他商服用地,3.6285,商服40年,6860,龙岩文化旅游发展集团有限公司,净地,现状,,2018年7月2日至2018年7月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b7bbded-961b-4473-a6cf-06d08564dabf&CategoryNum=084001,953fe8c3c06c12fbf563341bd6f9f4c7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,2018/7/6,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,龙国土示字[2018]2号,,出让结果,2018拍-8,龙岩大道西侧，双龙路南侧,住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,7.1067,住宅70年,80000,龙岩市土地发展经营有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,2018年7月2日至2018年7月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b7bbded-961b-4473-a6cf-06d08564dabf&CategoryNum=084001,953fe8c3c06c12fbf563341bd6f9f4c7
