文件标题,信息时间,正文标题,公告编号,出让时间,公告类型,宗地编号,地块编号,宗地位置,宗地坐落,土地用途,规划土地用途,出让年限,使用年限,批准机关及文号,规划用地面积〔m2),规划面积(m2),出让面积(m2),出让用地面积(m2),宗地出让面积,建筑密度,容积率,绿地率,绿地率(%),建筑控制高度(m),建筑控制高度(米),建筑系数(%),投资强度(万元/公顷),土地估价备案号,是否省重点,现状土地条件,竞买保证金,竟买保证金(万元),起叫价,出让起始价(万元),加价幅度,是否设置保留价,挂牌开始时间,挂牌截止时间,获取出让文件时间,提交竞买申请时间,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,保证金账户开户单位/户名,保证金账户账号,保证金账户开户行,出让金账户开户单位/户名,出让金账户开户行,出让金账户账号,爬取地址url,唯一标识,
上杭县自然资源局国有土地使用权拍卖出让公告,2020/4/3,上杭县自然资源局国有土地使用权拍卖出让公告,杭自然资告字[2020]3号,2020年4月27日上午9时30分,出让公告,2020拍06号,,,上杭县临城镇二环路南侧 金山路东侧,住宅用地-城镇住宅用地（普通商品房）、商服用地-娱乐用地(电影院、儿童（亲子）乐园、网络科技、游戏电玩等)、商服用地-餐饮用地（饭店、餐厅、酒吧等）、商服用地-零售商业用地（商铺、商场等),,商业用地40年、住宅用地70年,,,,,,,69994平方米,≤55%（其中：住宅部分≤25%）,2.7≤FAR≤3.0,,≥15%（其中：住宅部分≥30%，,,≤80米（其中住宅≥18米）,,,,,,7442万元,,37210万元,,10万元,,,,于2020年04月08日至2020年04月24日,,,,上杭县北环中路171号,0597-3132818,王先生、邓女士联系电话：0597-3132818,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=27797bd4-3ffb-4d4d-a242-d401be2cb48e&CategoryNum=084002,5114c18ea33e84c7c27af8644c8082fe
长汀县自然资源局国有建设用地使用权拍卖出让公告,2020/4/7,长汀县自然资源局国有建设用地使用权拍卖出让公告,,,出让公告,2020P05,2020P05,策武镇陈坊村,,住宅用地—城镇住宅用地,,,住宅70年,长汀县人民政府汀政综〔2019〕274号,61682,,,,,,1.8-2.2,,≥30%,≤54米(住宅高度≥18米）,,,,,,,4200万元,,,,10万元及10万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6801615,董先生、王先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=bb70c9ad-629e-43b7-aec8-5618633ee12c&CategoryNum=084002,d9df8997e39ce434af9099d76cd65bc3
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2020/4/9,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资-高新〔2020〕2号,,出让公告,2020-高新挂-01,,永定区高陂镇,,,工矿仓储用地—工业用地（非金属矿物制品业）,50年,,,,36677,36677,,,,1.0≤FAR＜2.0,,10%≤G ＜20%,,,,,,,,,,,,,,2020年4月14日 8时0分0秒, 2020年4月26日17时0分0秒,,2020年4月14日 8时0分0秒至 2020年4月26日,2020年4月14日 8时0分0秒至 2020年4月26日,2020年4月14日 8时0分0秒至 2020年4月26日,龙岩市自然资源局龙岩经济技术开发区（龙岩高新区）分局 ；,0597-2961580 ；,用途管制股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=0561d88a-c14b-41c9-9331-c32c88cdfacd&CategoryNum=084002,852a35ff984e85ab6ecab2d6ec108c3c
上杭县自然资源局国有土地使用权拍卖出让公告,2020/4/10,上杭县自然资源局国有土地使用权拍卖出让公告,杭自然资告字[2020]5号 2020-4-8,2020年4月30日上午9时30分,出让公告,2020拍04号,,,上杭县古田镇八甲村梅花山路北侧，古田干部学院西侧,商服用地-旅馆用地（酒店）,,商业用地40年,,,,,,,43482平方米,15%≤建筑密度≤25%,0.5≤FAR＜1,,30%≤绿化率≤40%,,≤15米,,,3505520BA0004,,,1006万元,,5030万元,,2万元,,,,2020年04月13日至 2020年04月29日,2020年04月09日至 2020年04月29日,2020年04月09日至 2020年04月29日,2020年04月09日至 2020年04月29日,上杭县北环中路171号,0597-3132818,王先生、邓女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=77fa175d-0660-4c23-9def-6d3ea23c78f4&CategoryNum=084002,29979a41fe3a5dc5a703c9bdf9da4788
上杭县自然资源局国有土地使用权拍卖出让公告,2020/4/10,上杭县自然资源局国有土地使用权拍卖出让公告,杭自然资告字[2020]5号 2020-4-8,2020年4月30日上午9时30分,出让公告,2020拍05号,,,古田镇梅花山路西侧，竹岭路东侧,商服用地-旅馆用地（旅馆）,,商业用地40年,,,,,,,67616平方米,18%≤建筑密度≤28%,0.3≤FAR＜0.8,,30%≤绿化率≤40%,,≤15米,,,3505520BA0003,,,1549万元,,7743万元,,2万元,,,,2020年04月13日至 2020年04月29日,2020年04月09日至 2020年04月29日,2020年04月09日至 2020年04月29日,2020年04月09日至 2020年04月29日,上杭县北环中路171号,0597-3132818,王先生、邓女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=77fa175d-0660-4c23-9def-6d3ea23c78f4&CategoryNum=084002,29979a41fe3a5dc5a703c9bdf9da4788
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2020/4/17,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资发〔2020〕58号,,出让公告,2020-挂-12,,南部园区,,,工矿仓储用地-工业用地（酒、饮料和精制茶制造业）,50年,,,,16349,14008,,,,1.3≤FAR≤3.0,,10%≤G≤20%,,,,,,,,44,,220,220,,,2020年5月7日8时0分0秒,2020年5月19日17时0分0秒,,,,,福建省龙岩市永定区凤城街道南通路70号 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f75ed02a-d79f-4aa7-9f66-8c982e059db9&CategoryNum=084002,f1f223323ffe9562e1615a9f33c136af
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2020/4/17,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资发〔2020〕58号,,出让公告,2020-挂-13,,坎市镇文秀产业园,,,工矿仓储用地-工业用地（通用厂房）,50年,,,,167265,167265,,,,1.2≤FAR＜2.0,,10%≤G≤20%,,,,,,,,593,,2965,2965,,,2020年5月7日8时0分0秒,2020年5月19日17时0分0秒,,,,,福建省龙岩市永定区凤城街道南通路70号 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f75ed02a-d79f-4aa7-9f66-8c982e059db9&CategoryNum=084002,f1f223323ffe9562e1615a9f33c136af
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2020/4/17,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资发〔2020〕58号,,出让公告,2020-挂-14,,坎市镇文秀产业园,,,工矿仓储用地-工业用地（通用设备制造）,50年,,,,66642,66642,,,,1.0≤FAR＜2.0,,10%≤G≤20%,,,,,,,,260,,1300,1300,,,2020年5月7日8时0分0秒,2020年5月19日17时0分0秒,,,,,福建省龙岩市永定区凤城街道南通路70号 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f75ed02a-d79f-4aa7-9f66-8c982e059db9&CategoryNum=084002,f1f223323ffe9562e1615a9f33c136af
武平县自然资源局国有土地使用权拍卖出让公告,2020/4/27,武平县自然资源局国有土地使用权拍卖出让公告,武自然告字〔2020〕8号,,出让公告,P2020-1,,,,商服用地-零售商业用地（商场、商店，不含商业办公）、住宅用地-城镇住宅用地（普通商品房）,,商服40年住宅70年,,武政文〔2020〕60号,883,,,,,25-35,1.5-1.8,,≥30,,,,,,,,19,,95,,1,,,,,,,,,,潘女士、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=b019d5dd-d3b4-4198-8eef-7d0d69b3a5c6&CategoryNum=084002,bc3f4acee052a28af02a5bf0913067f8
武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,2020/4/27,武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,武自然告字〔2020〕7号,,出让公告,G2020-1,,,,,,,,,,,10868,,,,≥1.2,,10月20日,,,≥40,,,,,,24,,116,1万元/次,,2020年5月15日8时0分0秒 , 2020年5月25日16时0分0秒,,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,平川街道西环路21-4号 ,,潘女士、童女士,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=64643843-0bf9-48ba-b055-b9ef34bcc741&CategoryNum=084002,6c02390ea69a81f23106ec5875e57a5c
武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,2020/4/27,武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,武自然告字〔2020〕7号,,出让公告,G2020-2,,,,,,,,,,,20005,,,,≥1.2,,10月20日,,,≥40,,,,,,38,,190,1万元/次,,2020年5月15日8时0分0秒 , 2020年5月25日16时0分0秒,,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,平川街道西环路21-4号 ,,潘女士、童女士,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=64643843-0bf9-48ba-b055-b9ef34bcc741&CategoryNum=084002,6c02390ea69a81f23106ec5875e57a5c
武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,2020/4/27,武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,武自然告字〔2020〕7号,,出让公告,G2020-3,,,,,,,,,,,25392,,,,≥1.2,,10月20日,,,≥40,,,,,,47,,235,1万元/次,,2020年5月15日8时0分0秒 , 2020年5月25日16时0分0秒,,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,平川街道西环路21-4号 ,,潘女士、童女士,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=64643843-0bf9-48ba-b055-b9ef34bcc741&CategoryNum=084002,6c02390ea69a81f23106ec5875e57a5c
武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,2020/4/27,武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,武自然告字〔2020〕7号,,出让公告,G2020-4,,,,,,,,,,,26667,,,,≥0.9,,10月20日,,,≥40,,,,,,50,,250,1万元/次,,2020年5月15日8时0分0秒 , 2020年5月25日16时0分0秒,,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,平川街道西环路21-4号 ,,潘女士、童女士,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=64643843-0bf9-48ba-b055-b9ef34bcc741&CategoryNum=084002,6c02390ea69a81f23106ec5875e57a5c
武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,2020/4/27,武平县自然资源局关于武平县工业园区F05-2等5幅地块国有土地使用权挂牌出让公告,武自然告字〔2020〕7号,,出让公告,G2020-5,,,,,,,,,,,21580,,,,≥0.9,,10月20日,,,≥40,,,,,,42,,210,1万元/次,,2020年5月15日8时0分0秒 , 2020年5月25日16时0分0秒,,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,2020年4月25日8时0分0秒 至 2020年5月22日,平川街道西环路21-4号 ,,潘女士、童女士,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=64643843-0bf9-48ba-b055-b9ef34bcc741&CategoryNum=084002,6c02390ea69a81f23106ec5875e57a5c
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2020/5/13,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,永自然资发〔2020〕74号,,出让公告,2020-挂-15,,永定区大溪乡大溪村,,,工矿仓储用地-工业用地（通用设备制造业）,50年,,,,7648,7648,,,,1.0≤FAR≤3.0,,10%≤G≤20%,,,,,,,,,,,,,,2020年6月2日 8时0分0秒, 2020年6月15日17时0分0秒,,2020年5月13日 8时0分0秒至 2020年6月10日,2020年5月13日 8时0分0秒至 2020年6月10日,2020年5月13日 8时0分0秒至 2020年6月10日,福建省龙岩市永定区凤城街道南通路70号 ；,0597-3011915 ；,管制利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=9b4d79dc-1fe4-4e13-974e-aedc64323c23&CategoryNum=084002,3eae1ec73300d3470ebad8da94e1fd3c
连城县自然资源局国有土地使用权拍卖出让公告,2019/12/25,连城县自然资源局国有土地使用权拍卖出让公告,连自然资告字（2019）011号,,出让公告,P2019-16,,,,住宅用地——城镇住宅用地（普通住宅）商服用地——零售商业用地（商铺，且不含商业办公用地，不可销售）商服用地——批发市场用地（农贸市场，且不可销售）商服用地——商务金融用地（商务服务用地，经营性办公场所，且不可销售）,,,住宅用地70年，商服用地40年,连政综〔2019〕243号,8684,,,,,≤55,1.0＜≤3.2,,≥15,,,,,,,,1050,,5200,5200,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据，账户名称：龙岩市公共资源交易中心有限公司连城分公司,揭业镔,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=21f9b7a9-9f79-4e28-935a-00c67158c3cd&CategoryNum=084002,80048f96e3bb71428dde09ba8c5bbb5a
连城县自然资源局国有土地使用权拍卖出让公告,2019/12/25,连城县自然资源局国有土地使用权拍卖出让公告,连自然资告字（2019）011号,,出让公告,X2019-10,,,,公共管理与公共服务用地--社会福利用地（经济型养老院）,,,50年,闽政地[2015]101号,6377,,,,,≤30,1.2＜＜2.5,,≥35,,,,,,,,80,,154,154,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据，账户名称：龙岩市公共资源交易中心有限公司连城分公司,揭业镔,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=21f9b7a9-9f79-4e28-935a-00c67158c3cd&CategoryNum=084002,80048f96e3bb71428dde09ba8c5bbb5a
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-6,,,,工矿仓储用地-仓储（物流仓储设施，配送中心，转运中心等）,,,50年,闽政地[2012]970号,13333,,,,,,≥1.2,,10%≤绿地率≤20%,,,,/,,,,35,,171,171,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-7,,,,工矿仓储用地-仓储用地（物流仓储设施、配送中心等）一类工业用地,,,50年,闽政文[2013]140号,17761.72,,,,,,≥1.0,,10%≤绿地率≤20%,,,,/,,,,45,,223,223,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-8,,,,工矿仓储用地-工业用地（农副食品加工业*其他农副食品加工）,,,50年,闽政地〔2010〕1015号闽政地〔2019〕875号,8805.27,,,,,,≥1.2,,10%≤绿地率≤20%,,,,1316,,,,22,,109,109,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-9,,,,工矿仓储用地-工业用地（农副食品加工业*蔬菜、水果和坚果加工）,,,50年,闽政地〔2018〕893号,805,,,,,,≥1.2,,10%≤绿地率≤20%,,,,1316,,,,2,,9.2,9.2,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-10,,,,工矿仓储用地-工业用地（金属制品业*金属结构制造）,,,50年,闽政地〔2018〕1188号,5984,,,,,,≥1.0,,10%≤绿地率≤20%,,,,1538,,,,14,,69,69,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权挂牌出让公告,2020/5/15,连城县自然资源局国有土地使用权挂牌出让公告,连自然资告字（2020）3号,,出让公告,G2020-11,,,,工矿仓储用地-工业用地（酒、饮料各精制茶制造业*饮料制造*瓶（罐）装饮用水制造）,,,50年,闽政地[2013]874号,5409.99,,,,,,≥1.3,,10%≤绿地率≤20%,,,,1316,,,,13,,61,61,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 揭先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3a3a3214-3087-467d-8d60-130e84c2fb59&CategoryNum=084002,1c3af1d2b725bbd56cd61ebb90ff59b8
连城县自然资源局国有土地使用权拍卖出让公告,2019/7/15,连城县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-9,,,,商服用地－旅馆用地（宾馆、服务型公寓、度假村 且不可销售）,,,40年,连政综[2019]27号连政综[2018]222号,145334.06,,,,,≤30,≤1.0,,≥40,,,,,,,,4420,,,,100,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司,钱女士 江先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=688d5659-1d46-420b-91be-540c82827144&CategoryNum=084002,0c9487d25720f707fe0f366806c29bd4
武平县自然资源局关于武平县工业园区F05-3等2幅地块国有土地使用权挂牌出让公告,2019/4/15,武平县自然资源局关于武平县工业园区F05-3等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-3,,,,,,,,,,,5985.5,,,,≥1.2,,15-20,,,≥40,,,,,,13,,63,1万元/次,,2019年5月6日 8时0分0秒 , 2019年5月16日 16时0分0秒,,2019年4月12日8时0分0秒 至 2019年5月13日,2019年4月12日8时0分0秒 至 2019年5月13日,2019年4月12日8时0分0秒 至 2019年5月13日,平川镇西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=70b90316-eed2-4e0d-9108-ee89852056c7&CategoryNum=084002,488ce5a5b64f6a114150278081413138
武平县自然资源局关于武平县工业园区F05-3等2幅地块国有土地使用权挂牌出让公告,2019/4/15,武平县自然资源局关于武平县工业园区F05-3等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-4,,,,,,,,,,,10853,,,,≥1.0,,15-20,,,≥40,,,,,,23,,112,1万元/次,,2019年5月6日 8时0分0秒 , 2019年5月16日 16时0分0秒,,2019年4月12日8时0分0秒 至 2019年5月13日,2019年4月12日8时0分0秒 至 2019年5月13日,2019年4月12日8时0分0秒 至 2019年5月13日,平川镇西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=70b90316-eed2-4e0d-9108-ee89852056c7&CategoryNum=084002,488ce5a5b64f6a114150278081413138
连城县国土资源局国有土地使用权拍卖出让公告,2018/12/19,连城县国土资源局国有土地使用权拍卖出让公告,,,出让公告,P2018-16,,,,住宅用地—城镇住宅用地（普通住宅）；商服用地—批发零售用地（商店，且不含商业办公用地）(商业建筑面积不超过计容面积的25%）,,,商服用地40年，住宅用地70年,闽政地〔2014〕373号,7342.21,,,,,≤30,1.0＜＜1.6,,≥35,,,,,,,,330,,1626,1626,,,,,,,,,连城县莲峰镇东环北路28号,0597-3320230,江梓龙,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7ff2c473-8cbf-455b-bb70-342c98652dba&CategoryNum=084002,cd988956442242fed76768998f8b7c3e
连城县国土资源局国有土地使用权拍卖出让公告,2018/12/19,连城县国土资源局国有土地使用权拍卖出让公告,,,出让公告,P2018-17,,,,商服用地—住宿餐饮用地（酒店，不可销售）,,,40年,连政综〔2018〕18号,6666,,,,,≤30,1.0＜＜1.35,,≥35,,,,,,,,160,,760,760,,,,,,,,,连城县莲峰镇东环北路28号,0597-3320230,江梓龙,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7ff2c473-8cbf-455b-bb70-342c98652dba&CategoryNum=084002,cd988956442242fed76768998f8b7c3e
连城县国土资源局国有土地使用权拍卖出让公告,2018/12/19,连城县国土资源局国有土地使用权拍卖出让公告,,,出让公告,P2018-18,,,,住宅用地—城镇住宅用地（普通住宅）,,,70年,连政综〔2018〕18号,28054,,,,,≤30,1.0＜＜1.35,,≥35,,,,,,,,830,,4120,4120,,,,,,,,,连城县莲峰镇东环北路28号,0597-3320230,江梓龙,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7ff2c473-8cbf-455b-bb70-342c98652dba&CategoryNum=084002,cd988956442242fed76768998f8b7c3e
龙岩市国土资源局国有建设用地使用权拍卖出让公告龙国土告字[2018]15号,2018/12/26,龙岩市国土资源局国有建设用地使用权拍卖出让公告龙国土告字[2018]15号,(龙国土告字[2018]15号),2019年1月18日上午9时,出让公告,2018拍-23,2018拍-23,人民西路北侧、火车站南广场东侧（阳光花园小区（限价房）地块）,,住宅用地-城镇住宅用地（限价商品房）,,,住宅：70年,龙政地[2018] 188号,21192,,,19805,,15-20,≥2.5且<3.0,,30-40,≤100,,,,,,,,,12420,,,,,,,,,,,,廖先生、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=617558ca-16bf-4da5-9145-a9447d54910c&CategoryNum=084002,b72c67fdef341c0ca112f46a2c1d616c
连城县国土资源局,2019/1/7,连城县国土资源局,,,出让公告,P2018-18,,,,住宅用地—城镇住宅用地（普通住宅）,,,70年,连政综〔2018〕18号,28054,,,,,≤30,1.0＜＜1.35,,≥35,,,,,,,,830,,4120,4120,,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据，账户名称：龙岩市公共资源交易中心有限公司连城分公司,江梓龙,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=dff7a08f-bb72-4056-8ce2-5f73cfa4210f&CategoryNum=084002,be4233f9963be69d59da2dbf0876fac5
武平县国土资源局关于武平县工业园区F07-3地块国有土地使用权挂牌出让公告,2019/1/7,武平县国土资源局关于武平县工业园区F07-3地块国有土地使用权挂牌出让公告,,,出让公告,G2019-1,,,,,,,,,,,11935,,,,≥1.3,,15-20,,,≥40,,,,,,24,,120,1万元/次,,2019年1月28日 8时0分0秒 , 2019年2月15日 16时0分0秒,,2019年1月28日 8时0分0秒 至 2019年2月15日,2019年1月28日 8时0分0秒 至 2019年2月15日,2019年1月28日 8时0分0秒 至 2019年2月15日,平川镇环城西路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7bf75158-cdfb-43a0-af7e-4571ec78769d&CategoryNum=084002,552c0a123be86e72410720ea5f7f22c4
