文件标题,信息时间,土地位置,用途,土地面积(m),总计容建筑面积(m2),最大建筑密度,绿地率,出让价款起始价(万元),投标竞买保证金(万元),编号,产业类别,可建面积(m2)或容积率,投资强度(万元/公顷),产出要求(万元/公顷),备注,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,爬取时间,爬取地址url,唯一标识
江津区珞璜工业园珞璜组团马宗北分区J03-01/01号-01地块国有建设用地使用权公开出让公告,2019/11/20,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191121/9eccda5c-9314-4cfd-8d54-f7a6a7440313.html,cac848988d31c66886fe34e814837fe3
江津区珞璜工业园碑亭组团H分区H4-03/01号地块国有建设用地使用权公开出让公告,2019/11/20,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191121/74d1dce4-d15a-4313-a036-94d0ae62c732.html,43e9563bbaf3742cf0327f1bcc7b799b
梁平区国有建设用地使用权出让（LP-1-396）,2019/11/21,,|居住用地,,,,,,,|LP-1-396号,,,,,,,,,,,,,,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20200106/33ab4ddb-1a30-41d0-9b62-5beebca60fb9.html,103ceec1e09ef5b775ae30966b77ad7d
江津综合保税区K01-03/01-01号地块国有建设用地使用权公开出让公告,2019/11/22,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191125/dc743f98-1934-4ca8-a748-f134b3c8d800.html,85972a25ccaf6712533f581f09272685
重庆市武隆区规划和自然资源局国国有土地使用权公开公告出让公告(武隆规资告字[2019]8号),2019/11/22,|                                    武隆区仙女山镇石梁子社区大坪居民小组                                                       |                                    武隆区仙女山镇石梁子社区塘坝组、钻天铺组                                                       |                                    武隆区仙女山镇石梁子社区塘坝组                                                       |                                    武隆区仙女山镇石梁子社区鹿子堡组                                                       |                                    武隆区仙女山镇石梁子社区大水井组                                                       |                                    武隆区仙女山镇石梁子社区大坪组                                                       ,,|39265平方米|105351平方米|106321平方米|49062平方米|15671平方米|1333平方米,,,,,,|                                    WL2019-2-2号                                   |                                    WL2019-2-4号                                   |                                    WL2019-2-6号                                   |                                    WL2019-2-7号                                   |                                    WL2019-2-8号                                   |                                    WL2019-2-9号                                   ,,,|                                    万元/公顷                                   |                                    万元/公顷                                   |                                    万元/公顷                                   |                                    万元/公顷                                   |                                    万元/公顷                                   |                                    万元/公顷                                   ,,|                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为3793.5703万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为10018.345万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为10534.888万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2）与文化设施用地（A2）混合用地，其用地面积比例约9:1；容积率为居住用地大于1.0且小于等于1.1，文化设施用地不大于1.2；出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4666.89万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为二类居住用地（R2）(商业与住宅的建筑规模比例约为2:8），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为1556.05万元（不另设底价）。                                                                                          |                                    1.本宗地规划用途为商业用地（B1）。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为128.568万元（不另设底价）。                                          ,2019年11月22日至2019年12月11日,重庆市武隆区公共资源综合交易中心,2019年11月22日至2019年12月11日,,2019年12月11日17时00分,2019年12月11日17时00分,重庆市武隆区凤山街道建设东路2号（南城中央广场负3楼),023-77726543,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191202/32b466d3-d198-444c-90ff-bc7f19d1ab99.html,aa04c1caeede8d3ab6591b637387e7a4
奉节县FJ-14-82号宗地国有建设用地使用权公开出让,2019/11/22,|                  西部新区胡家社区                         ,|商务设施用地,|6781平方米,,,,,,|                  FJ-14-82                 ,,,|                  万元/公顷                 ,,, 2019年11月22日至 2019年12月12日12时00分前 ,, 2019年11月22日 至 2019年12月12日12时00分前 ,,2019年12月12日12时00分,2019年12月12日12时00分,奉节县公共资源交易中心,交易中心023-56683395,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191125/59616d1b-8a30-4f2d-a31a-1cf62e4cf81c.html,adaf513d7a3a5f9025a8e8ed4ac4ff96
江津综合保税区J03-04/01号地 国有建设用地使用权公开出让公告,2019/11/22,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191125/1fb7d6d1-4d23-43e3-9916-c16349a94354.html,ed6bcda2fa9d257c6a9ca85542a8a2f1
重庆市武隆区规划和自然资源局国国有土地使用权公开公告出让公告(武隆规资告字﹝2019﹞8号),2019/11/22,|武隆区仙女山镇石梁子社区大坪居民小组|武隆区仙女山镇石梁子社区塘坝组、钻天铺组|武隆区仙女山镇石梁子社区塘坝组|武隆区仙女山镇石梁子社区鹿子堡组|武隆区仙女山镇石梁子社区大水井组|武隆区仙女山镇石梁子社区大坪组,,|39265平方米|105351平方米|106321平方米|49062平方米|15671平方米|1333平方米,,,,,,|WL2019-2-2号|WL2019-2-4号|WL2019-2-6号|WL2019-2-7号|WL2019-2-8号|WL2019-2-9号,,,|万元/公顷|万元/公顷|万元/公顷|万元/公顷|万元/公顷|万元/公顷,,|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为3793.5703万元（不另设底价）。|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为10018.345万元（不另设底价）。|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为10534.888万元（不另设底价）。|1.本宗地规划用途为二类居住用地（R2）与文化设施用地（A2）混合用地，其用地面积比例约9:1；容积率为居住用地大于1.0且小于等于1.1，文化设施用地不大于1.2；出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4666.89万元（不另设底价）。|1.本宗地规划用途为二类居住用地（R2）(商业与住宅的建筑规模比例约为2:8），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为1556.05万元（不另设底价）。|1.本宗地规划用途为商业用地（B1）。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为128.568万元（不另设底价）。,2019年11月22日至2019年12月11日,重庆市武隆区公共资源综合交易中心,2019年11月22日至2019年12月11日,,2019年12月11日17时00分,2019年12月11日17时00分,,,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/20200424/42476031-a40f-42ce-86f6-9287fcdcbd33.html,338a1901f1b46e24c45fba8ea70f2eb7
江津区白沙工业园F1-01/02-05号-01地块国有建设用地使用权公开出让公告,2019/11/25,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/72522a2a-5b2d-42a5-950d-54508cdd57a9.html,b6e16568aa26da100f52208b62cc3152
关于更改江津区双福工业园C02-2/04号地块出让条件的公告,2019/11/25,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/5c53316e-a3eb-4f5b-90ac-839362e252d5.html,f58c878154f34c0d9edbeb9b93209470
江津区白沙工业园F2-01/02号-01地块国有建设用地使用权公开出让公告,2019/11/25,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/50381d5c-980a-42e4-b45a-bf47b941e1c6.html,2b013d6738a14dfa863c7c5628d5bcaa
渝北区两路组团F分区F61-2号宗地(公告序号：19155)公开出让公告,2019/11/26,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/8e8a6d9d-67a1-4fff-a063-e2b3cb2e34b1.html,5eb450c0d989f4d7b988c837c327a16c
两江新区水土组团E分区E28-4-1/03、E28-4-2/03号宗地(公告序号：19153)公开出让公告,2019/11/26,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/19741c05-9cd7-426d-ad17-f21eb57c54dc.html,feff4dd9926744758c0b28613855653b
两江新区礼嘉组团B分区B06-2号宗地(公告序号：G19056)公开出让公告,2019/11/26,|两江新区礼嘉组团B分区B06-2号宗地,|一类工业用地,,,,,,,,|通用设备制造业、交通运输制造业的技术研发,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市生态环境局两江新区分局关于两江新区黄茅坪组团B06-2号地块环保意见的函》（渝环两江便函〔2019〕58号）。,2019年11月26日12：00至2019年12月16日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月26日12：00至2019年12月16日12：00,,2019年12月16日12：00,2019年12月16日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/1702826a-0c39-4402-aab0-37c759a8ef72.html,1676af5286e9a90e10fd7d201aa98810
沙坪坝区西永组团Aj标准分区Aj01-6-1/04号宗地(公告序号：G19058)公开出让公告,2019/11/26,|沙坪坝区西永组团Aj标准分区Aj01-6-1/04号宗地,|二类工业用地,,,,,,,,|交通运输设备制造业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市沙坪坝区环境保护局关于西永组团Aj分区Aj01-6-1/04、Aj01-2/05、Aj01-9/03、Aj01-16/03地块环保要求的复函》。,2019年11月26日12：00至2019年12月16日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月26日12：00至2019年12月16日12：00,,2019年12月16日12：00,2019年12月16日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/e8bdc25e-aad6-4c6b-827e-b6cccedc3698.html,8d1313204ddd0f1d1a0c8197bfc7a8d1
关于修改津交易公告字〔2019〕112号江津综合保税区K01-03/01-01号地块公告时间的补充公告,2019/11/26,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191128/b4383502-d954-4dc7-84ea-8e96bcfd46f5.html,0e91ad2eff5e3f10bd8a1bba52ad874f
沙坪坝区西永组团Aj标准分区Aj01-9/03号宗地(公告序号：G19059)公开出让公告,2019/11/26,|沙坪坝区西永组团Aj标准分区Aj01-9/03号宗地,|二类工业用地,,,,,,,,|交通运输设备制造业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市沙坪坝区环境保护局关于西永组团Aj分区Aj01-6-1/04、Aj01-2/05、Aj01-9/03、Aj01-16/03地块环保要求的复函》。,2019年11月26日12：00至2019年12月16日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月26日12：00至2019年12月16日12：00,,2019年12月16日12：00,2019年12月16日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/98fc0765-4382-41f5-ace8-7f5d47ace0df.html,ef7895a1f9c06cf9617b2ce03ebe2ba0
沙坪坝区西永组团Aj标准分区Aj01-16/03号宗地(公告序号：G19060)公开出让公告,2019/11/26,|沙坪坝区西永组团Aj标准分区Aj01-16/03号宗地,|二类工业用地,,,,,,,,|交通运输设备制造业,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市沙坪坝区环境保护局关于西永组团Aj分区Aj01-6-1/04、Aj01-2/05、Aj01-9/03、Aj01-16/03地块环保要求的复函》。,2019年11月26日12：00至2019年12月16日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月26日12：00至2019年12月16日12：00,,2019年12月16日12：00,2019年12月16日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/01ef5b73-70c4-4f9c-97bb-89413120b53c.html,8fc01cf2276432c1154847c0ae448bbc
江津区白沙工业园E1-01/02-02号-02地块国有建设用地使用权公开出让公告,2019/11/27,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191128/ded6b092-44fc-4ae9-a7f9-2f830e00544c.html,0e8eac78b34cd10b5b8a9713e190dadc
江北区唐家沱组团E分区E18-1-2/05号（部分1）宗地(公告序号：G19061)公开出让公告,2019/11/27,|江北区唐家沱组团E分区E18-1-2/05号（部分1）宗地,|一类工业用地,,,,,,,,|医疗仪器设备及器械制造,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见重庆市江北区生态环境局《关于港城工业园区A片区唐家沱组团E分区E18-1-2/05号部分地块（1）拟出让环保意见的复函》（江北环函〔2019〕76号）。,2019年11月27日12：00至2019年12月17日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月27日12：00至2019年12月17日12：00,,2019年12月17日12：00,2019年12月17日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191127/df33fcb7-8afd-4b6c-8955-d04d2366d754.html,18ff3ee5198ec9f2253552f3754960c9
渝北区人和组团B、N分区B31-3/03（部分）号宗地(公告序号：19157)公开出让公告,2019/11/27,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191127/b7cdcf38-c71b-4ae5-9172-56c5dd7c5ea7.html,66fd6025c5bf212ac4113fe68e6889ef
江津区白沙工业园D5-02/03号地块国有建设用地使用权公开出让公告,2019/11/27,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191128/3c985acb-9efc-448f-a5d6-3aa41c071c5a.html,5ed1dc0b902e712041e9dc5676d42dfd
渝北区两路组团G分区G45-1-1/03号宗地(公告序号：19156)公开出让公告,2019/11/27,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191127/38901598-260c-4a71-b1ef-efbce4e69f41.html,7a5f04c7f440bbbbd08ced423775004a
江北区唐家沱组团E分区E18-1-2/05号（部分3）宗地(公告序号：G19062)公开出让公告,2019/11/27,|江北区唐家沱组团E分区E18-1-2/05号（部分3）宗地,|一类工业用地,,,,,,,,|工业机器人制造,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见重庆市江北区生态环境局《关于港城工业园区A片区唐家沱组团E分区E18-1-2/05号部分地块（3）拟出让环保意见的复函》（江北环函〔2019〕78号）。,2019年11月27日12：00至2019年12月17日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月27日12：00至2019年12月17日12：00,,2019年12月17日12：00,2019年12月17日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191127/346d3f3b-edab-4129-aef4-de63d3d5faea.html,721b30ed65266a3ccedaaf38b131736c
巴南区界石组团D分区D22-1/01（部分二）号宗地(公告序号：G19063)公开出让公告,2019/11/27,|巴南区界石组团D分区D22-1/01（部分二）号宗地,|二类工业用地,,,,,,,,|纸板容器制造（不涉及造纸）,,,,1、土地面积以实测为准。2、该宗地以网上交易方式出让。3、环保要求详见《重庆市巴南区生态环境局关于界石组团D分区D22-1/01（部分）宗地公示出让环保要求的复函》。,2019年11月27日12：00至2019年12月17日12：00,http://os.ezca.org:8001/easyca/netpay/,2019年11月27日12：00至2019年12月17日12：00,,2019年12月17日12：00,2019年12月17日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191127/2b93e544-c654-4158-9a38-fcd483a579d1.html,bf83341ee228acb5b469f8aa94aaa69a
工业园区松树包组团20万吨年食用盐洁净包装项目（一期10万吨）国有建设用地,2019/11/28,,,,,,,,,|YUNYANG-2-出让-88号,,,,,,,,,,,,云阳县行政服务中心三楼,55522337|55522337,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191129/0d0151b8-f9ba-48ba-b09d-3fa690f8182d.html,9ee659509386eb23753faa7bfecbfe8d
江津区白沙工业园F1-01/02-05号-03号地块国有建设用地使用权公开出让公告,2019/11/29,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:06,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191202/d9370ec0-b45d-44e8-93f6-81d51295a2a7.html,693eff2530cea296028222f61c92a94f
