administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
阳东县,东城镇滨海新城创意湖片区环湖路东边及规划三路北边地段,4.53048,中低价位、中小套型普通商品住房用地,2012-07-30,商业、住宅项目,东城镇滨海新城创意湖片区环湖路东边及规划三路北边地段,4.53048,新增建设用地,拍卖出让,批发零售用地40年; 中低价位、中小套型普通商品住房用地70年; 其他普通商品住房用地70年; 住宿餐饮用地40年; 街巷用地50年; 公园与绿地50,房地产业,房地产业土地级别：三级,2805,1|,2012-09-28,2805|, ,阳江市宏阳置业发展有限公司,1,2.99,2015-10-30,2016-10-30,2019-10-29,2013-10-10,,阳东县人民政府,2012-07-30,2020-04-15 11:24:56,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921086041&__boxModel__=true&op=page_content&sessionID=85233&pn=1,144a6c33703154024156c2cdf47fd833,
中山市本级,南头镇北帝村,0.2625,其他普通商品住房用地,2008-01-10,关于中山市南头镇资产投资经营有限公司申请受让土地作商业住宅用地的批复,南头镇北帝村,0.2625,新增建设用地,协议出让,70,房地产业,房地产业土地级别：五级,11.8103,1|,2008-01-10,11.8103|, ,中山市南头镇资产投资经营有限公司,0,1.5,2008-03-31,2013-01-09,2013-01-09,2009-12-18,,中山市人民政府,2008-01-10,2020-04-15 11:24:57,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921086290&__boxModel__=true&op=page_content&sessionID=81043&pn=1,c721bd10eae2aff4379326c6a33e47e7,
梅县,梅县区松口镇,9.9875,公园与绿地,2018-11-09,松口镇公园绿地,梅县区松口镇,9.9875,新增建设用地,划拨,,国家机构,国家机构土地级别：十一级,,,,,,梅县区松口镇人民政府,1,,2018-11-09,2019-11-09,2022-11-08,2018-05-06,,梅州市梅县区人民政府,2018-11-09,2020-04-15 11:24:57,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921084583&__boxModel__=true&op=page_content&sessionID=73270&pn=1,5d907fdb248088d35bdcc4ca4675af5f,
潮州市本级,潮州市湘桥区桥东东山美人城,11.533333,其他普通商品住房用地,2012-07-12,潮州恒大置业“美人城”建筑项目,潮州市湘桥区桥东东山美人城,11.533333,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：七级,18441.8,1|2|,2012-08-12|2013-07-12,9220.9|9220.9|,  ,潮州市恒大置业有限公司,1,3.5,2012-08-12,2013-02-12,2015-08-12,2013-02-12,,潮州市人民政府,2012-07-12,2020-04-15 11:24:58,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921084567&__boxModel__=true&op=page_content&sessionID=30329&pn=1,f49410cf5b2cf04d830df99a2d5ee166,
云浮市本级,云城区腰古镇芙蓉村委会芙蓉村地段,19.21919,工业用地,2012-08-07,云浮保利投资有限公司,云城区腰古镇芙蓉村委会芙蓉村地段,19.21919,现有建设用地,挂牌出让,50,房地产业,房地产业土地级别：二级,7495.49,1|,2012-09-11,7495.49|, ,云浮保利投资有限公司,,1.5,2012-10-30,2012-11-30,2014-11-30,2012-12-01,,云浮市人民政府,2012-08-07,2020-04-15 11:24:59,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921088306&__boxModel__=true&op=page_content&sessionID=83038&pn=1,bb6406bb26cd8b24e580b06271ffe8b6,
阳东县,东城镇滨海新城创意湖片区规划二路西边及滨河路北边地段,5.11702,中低价位、中小套型普通商品住房用地,2012-08-01,商业、住宅项目,东城镇滨海新城创意湖片区规划二路西边及滨河路北边地段,5.11702,新增建设用地,拍卖出让,批发零售用地40年; 住宿餐饮用地40年; 中低价位、中小套型普通商品住房用地70年; 其他普通商品住房用地70,房地产业,房地产业土地级别：一级,3196,1|,2012-09-30,3196|, ,阳江市宏阳置业发展有限公司,1,2.5,2015-11-01,2016-11-01,2019-10-31,2013-10-28,,阳东县人民政府,2012-08-01,2020-04-15 11:25:00,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921088248&__boxModel__=true&op=page_content&sessionID=18985&pn=1,a23c6f952eec317995f48a607572bcd1,
肇庆市本级,肇庆高新区曙光街北面,0.60727,住宿餐饮用地,2013-02-08,肇庆市高新区华恩房地产开发有限公司,肇庆高新区曙光街北面,0.60727,现有建设用地,协议出让,40,房地产业,房地产业土地级别：十级,593.27,1|,2013-03-10,593.27|, ,肇庆市高新区华恩房地产开发有限公司,1,,2013-02-04,2014-02-04,2015-02-04,2014-02-04,,肇庆市人民政府,2013-02-08,2020-04-15 11:25:02,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921090729&__boxModel__=true&op=page_content&sessionID=90337&pn=1,0d97820faccf0ff677087cc052393cce,
中山市本级,中山火炬开发区珊洲村、东利村“穗生围”,7.14024,工业用地,2013-03-22,包装装潢及其它印刷,中山火炬开发区珊洲村、东利村“穗生围”,7.14024,现有建设用地,挂牌出让,50,印刷业和记录媒体的复制,印刷业和记录媒体的复制土地级别：五级,3748.6225,1|,2013-05-01,3748.6225|, ,中山中荣纸类印刷制品有限公司,1,2.5,2013-05-21,2014-02-15,2016-02-15,2015-07-27,2019-11-09,中山市人民政府,2013-03-22,2020-04-15 11:25:04,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921093874&__boxModel__=true&op=page_content&sessionID=11529&pn=1,ea4a223ca987bfc9816a2ab0320cbc8c,
光明新区,光明区马田街道办事处将石路以北,0.831041,工业用地,2019-12-25,深圳市马田石围股份合作公司综合楼项目（0003地块）,光明区马田街道办事处将石路以北,0.831041,现有建设用地,协议出让,50,房地产业,房地产业土地级别：四级,0.00001,1|,2019-12-25,0.00001|, ,深圳市马田石围股份合作公司,,4,2019-12-25,2020-12-24,2022-12-24,,,深圳市光明区人民政府,2019-12-25,2020-04-15 11:25:05,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921094434&__boxModel__=true&op=page_content&sessionID=520&pn=1,c1d7c3cbf1072bf7c5ade2c9128c5165,
中山市本级,沙溪镇涌边村,0.2471,工业用地,2007-05-08,关于李丙伦申请受让土地作工业用地的批复,沙溪镇涌边村,0.2471,新增建设用地,协议出让,50,纺织服装、鞋、帽制造业,纺织服装、鞋、帽制造业土地级别：五级,77.8302,1|,2007-05-08,77.8302|, ,李丙伦,0,1.5,,2007-11-07,2009-05-07,2011-01-24,,中山市人民政府,2007-05-08,2020-04-15 11:25:10,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921100514&__boxModel__=true&op=page_content&sessionID=42512&pn=1,82c8a2dcabc22cf7283fc663e56a9339,
顺德区,佛山市顺德区龙江镇苏溪社区居民委员会水寨街2号,0.020314,城镇住宅用地,2020-04-10,叶展鸿,佛山市顺德区龙江镇苏溪社区居民委员会水寨街2号,0.020314,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,80.04366,1|,2020-05-10,80.04366|, ,叶展鸿,,,,,,,,顺德区人民政府,2020-04-10,2020-04-15 11:25:11,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921101612&__boxModel__=true&op=page_content&sessionID=64510&pn=1,c570d8244c584a5d2d18a13aa0721e6c,
清城区,清远市清城区石角镇广清产业园园区内,2.015801,工业用地,2020-02-27,广东金凯发防护用品有限公司,清远市清城区石角镇广清产业园园区内,2.015801,新增建设用地,挂牌出让,50,塑料制品业,塑料制品业土地级别：六级,1089,1|,2020-03-28,1089|, ,广东金凯发防护用品有限公司,2,4.5,2020-04-26,2020-06-26,2022-02-26,,,广州（清远）产业转移工业园管理委员会人民政府,2020-02-27,2020-04-15 11:25:13,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921102987&__boxModel__=true&op=page_content&sessionID=96022&pn=1,6eb0878d68ea20cf61911b12e301f41e,
揭东县,揭东县白塔镇塔东村马头围顶湖,0.01288,工业用地,2013-02-28,张伟洛划拨补办出让,揭东县白塔镇塔东村马头围顶湖,0.01288,现有建设用地,协议出让,50,农副食品加工业,农副食品加工业土地级别：十级,1.2365,1|,2013-03-30,1.2365|, ,张伟洛（身份证号码：440525197009071218）,,,,,,,,揭东县人民政府,2013-02-28,2020-04-15 11:25:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921103569&__boxModel__=true&op=page_content&sessionID=25461&pn=1,60d5d6f126b10328d872a7009b678acc,
增城市,增城市派潭镇高滩村田心塘合作社背山,4,住宿餐饮用地,2014-02-28,广州金叶子酒店有限公司,增城市派潭镇高滩村田心塘合作社背山,4,现有建设用地,协议出让,40,住宿业,住宿业土地级别：三级,548,1|,2014-03-30,548|, ,广州金叶子酒店有限公司,,1,2017-05-22,2018-05-21,2020-05-21,2017-12-29,2019-03-28,增城市人民政府,2014-02-28,2020-04-15 11:25:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921103173&__boxModel__=true&op=page_content&sessionID=88720&pn=1,af6e5b15585135d3c6b9ea5828efa582,
饶平县,饶平县樟溪低碳工业区A01-10-4地块,2.003,工业用地,2018-09-05,饶平县樟溪低碳工业区A01-10-4地块,饶平县樟溪低碳工业区A01-10-4地块,2.003,新增建设用地,挂牌出让,50,其他金融服务,其他金融服务土地级别：十一级,645,1|,2018-10-05,645|, ,潮州市建潮投资发展有限公司,2.5,4,2019-04-20,2020-04-20,2022-04-20,2020-02-28,,饶平县人民政府,2018-09-05,2020-04-15 11:25:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921104221&__boxModel__=true&op=page_content&sessionID=52223&pn=1,1c7416a39d2e36b27a2b5fa3b53c7bf9,
徐闻县,徐闻大道第一区H20号,0.015,其他普通商品住房用地,2014-11-03,住宅用地,徐闻大道第一区H20号,0.015,新增建设用地,划拨,,房地产业,房地产业土地级别：十一级,0,,,,,董柳映,1,6,2019-02-03,2020-02-02,2022-02-02,,,徐闻县人民政府,2014-11-03,2020-04-15 11:25:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921105846&__boxModel__=true&op=page_content&sessionID=89706&pn=1,8134a7d9277880f31b30461df5b6f6c8,
深圳市本级,坪山新区坪山街道,3.797594,其他普通商品住房用地,2015-12-28,坪山新区正山甲城市更新项目,坪山新区坪山街道,3.797594,现有建设用地,协议出让,70,房地产业,房地产业土地级别：五级,105275.0673,1|,2015-12-28,105275.0673|, ,深圳市宜泰置业发展有限公司,1,5.19,2015-12-28,2016-12-27,2019-12-27,2016-12-27,2019-11-15,深圳市人民政府,2015-12-28,2020-04-15 11:25:16,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921106345&__boxModel__=true&op=page_content&sessionID=91206&pn=1,b7906719bdc390e549e7cd9f92dddbbb,
三水区,佛山市三水区大塘镇开元路78-1号,4.000001,工业用地,2018-08-29,工业用地，用于建设日用化学产品制造（268）,佛山市三水区大塘镇开元路78-1号,4.000001,新增建设用地(来自存量库),挂牌出让,50,化学原料及化学制品制造业,化学原料及化学制品制造业土地级别：七级,2400,1|,2018-09-04,2400|, ,广东闪钻化妆品有限公司,0.6,3,2019-03-04,2020-03-04,2022-03-04,,,佛山市人民政府,2018-08-29,2020-04-15 11:25:17,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921107138&__boxModel__=true&op=page_content&sessionID=24418&pn=1,2a3c087560c1a6abf559ad931f8e5ad5,
中山市本级,板芙镇广福村,2.87002,公路用地,2018-12-24,中山市智能制造装备产业园道路工程,板芙镇广福村,2.87002,新增建设用地,划拨,,道路运输业,道路运输业土地级别：五级,0,,,,,中山市板芙镇城市建设投资有限公司,,,2019-06-24,2020-06-24,2022-06-24,,,中山市人民政府,2018-12-24,2020-04-15 11:25:18,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921107946&__boxModel__=true&op=page_content&sessionID=62146&pn=1,d70fa8adc30ce7586d77c7ec26f69ace,
黄埔区,中新知识城北起步区,1.0828,公路用地,2019-10-16,知识城粤芯项目配套道路工程,中新知识城北起步区,1.0828,新增建设用地,划拨,,国家机构,国家机构土地级别：三级,,,,,,中新广州知识城财政投资建设项目管理中心,,,2019-10-16,2019-10-28,2020-10-28,2019-10-28,,广州经济技术开发区管理委员会人民政府,2019-10-16,2020-04-15 11:25:18,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921108695&__boxModel__=true&op=page_content&sessionID=14653&pn=1,0805b04033e8bedf606bf046b463387b,
清城区,清远市清城区下廓二街西较场,0.855787,中低价位、中小套型普通商品住房用地,2012-12-18,清远市裕景投资有限公司,清远市清城区下廓二街西较场,0.855787,现有建设用地,协议出让,70,房地产业,房地产业土地级别：八级,683.3477,1|,2012-12-28,683.3477|, ,清远市裕景投资有限公司,1,5,2018-09-30,2019-09-30,2022-09-30,,,清远市人民政府,2012-12-18,2020-04-15 11:25:19,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921108908&__boxModel__=true&op=page_content&sessionID=37246&pn=1,45fc2581f171c33af47316560bd4bd0e,
增城市,广州市增城区石滩镇郑田村,2.0742,教育用地,2019-11-04,广州和顺教育发展有限公司,广州市增城区石滩镇郑田村,2.0742,新增建设用地,挂牌出让,50,商务服务业,商务服务业土地级别：七级,4032,1|,2019-12-04,4032|, ,广州和顺教育发展有限公司,,1.2,2019-12-04,2020-12-03,2022-12-03,,,广州市人民政府,2019-11-04,2020-04-15 11:25:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921109641&__boxModel__=true&op=page_content&sessionID=99690&pn=1,3e9236cec9ba3660651018c78f7cbc02,
三水区,佛山市三水区西南街道江根村委会“社边坑”（土名）,5.39301,科教用地,2015-11-03,科教用地,佛山市三水区西南街道江根村委会“社边坑”（土名）,5.39301,新增建设用地,挂牌出让,50,教育业,教育业土地级别：七级,2751,1|2|,2015-09-20|2016-08-20,1375.5|1375.5|,  ,佛山市三水德翰投资有限公司,,1,2017-06-19,2018-06-18,2021-06-17,,,佛山市人民政府,2015-11-03,2020-04-15 11:25:21,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921110800&__boxModel__=true&op=page_content&sessionID=56743&pn=1,bc101bd72a47cdc12bd2dcbf06f879e0,
中山市本级,中山市沙溪镇港园村沙中街,2,工业用地,2019-12-30,工业用地,中山市沙溪镇港园村沙中街,2,新增建设用地,挂牌出让,50,其它,其它土地级别：五级,3000,1|,2020-01-29,3000|, ,中山申联缝制设备有限公司,2,2.5,2020-02-13,2020-08-13,2021-08-13,,,中山市人民政府,2019-12-30,2020-04-15 11:25:21,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921111769&__boxModel__=true&op=page_content&sessionID=78241&pn=1,a3a4a5c5b75963eecb93acb2ef07b57f,
深圳市本级,松岗街道,0.450751,公路用地,2012-09-03,塘下冲公交总站,松岗街道,0.450751,新增建设用地,协议出让,50,国家机构,国家机构土地级别：五级,0.0001,1|,2012-09-03,0.0001|, ,深圳市人民政府,0,0.13,2012-09-04,2020-09-02,2021-09-02,,,深圳市人民政府,2012-09-03,2020-04-15 11:25:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921114801&__boxModel__=true&op=page_content&sessionID=40780&pn=1,9bb884208fd30802412467cf69878637,
深圳市本级,南山区后海大道东侧,3.162313,其他普通商品住房用地,2012-09-03,深圳市蛇口湾厦实业股份有限公司,南山区后海大道东侧,3.162313,新增建设用地,协议出让,70,房地产业,房地产业土地级别：三级,4633.4904,1|,2012-09-03,4633.4904|, ,深圳市蛇口湾厦实业股份有限公司,1,6.24,2016-02-26,2017-02-24,2019-08-01,2015-02-02,,,2012-09-03,2020-04-15 11:25:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921115304&__boxModel__=true&op=page_content&sessionID=19597&pn=1,2cad13b0499fea6fb1ac6230b5dcddce,
鹤山市,鹤山市雅瑶镇兴雅路256号,1.09809,城镇住宅用地,2019-02-03,鹤山市盈昇物业投资有限公司（三旧改造）,鹤山市雅瑶镇兴雅路256号,1.09809,现有建设用地,协议出让,零售商业用地40年; 公路用地50年; 城镇住宅用地70,房地产业,房地产业土地级别：一级,3922.478,1|,2019-03-05,3922.478|, ,鹤山市盈昇物业投资有限公司,1,3.5,2019-02-03,2020-02-03,2022-02-03,2019-12-31,,鹤山市人民政府,2019-02-03,2020-04-15 11:25:30,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921120115&__boxModel__=true&op=page_content&sessionID=76874&pn=1,69bce2067e897e20cb1b2a657f81277d,
东莞市本级,望牛墩镇朱平沙村,2.735991,工业用地,2018-11-07,东莞市望牛墩镇对外经济发展公司,望牛墩镇朱平沙村,2.735991,新增建设用地(来自存量库),挂牌出让,20,通用设备制造业,通用设备制造业土地级别：六级,1642,1|,2018-11-12,1642|, ,东莞市望牛墩镇对外经济发展公司,1,4,2018-12-06,2019-06-06,2021-06-06,2019-01-07,2019-12-25,东莞市人民政府,2018-11-07,2020-04-15 11:25:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921121606&__boxModel__=true&op=page_content&sessionID=64765&pn=1,4d0bcc5d43b6b3464ea235e9b8ff867c,
三水区,佛山市三水区云东海街道高丰“四角氹、兴尾涌、江尾塘”（土名）,7.548546,批发零售用地,2018-09-07,经济留用地,佛山市三水区云东海街道高丰“四角氹、兴尾涌、江尾塘”（土名）,7.548546,新增建设用地,划拨,,基层群众自治组织,基层群众自治组织土地级别：七级,,,,,,佛山市三水区云东海街道何家股份合作经济社,,2.2,2019-03-07,2020-03-07,2023-03-07,,,佛山市三水区人民政府,2018-09-07,2020-04-15 11:25:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921122452&__boxModel__=true&op=page_content&sessionID=88897&pn=1,6d9e8c5ece56bb3efcc69599dbabeb32,
顺德区,佛山市顺德区杏坛镇中心北区3-2-1号地块,0.721459,其他普通商品住房用地,2012-12-20,（杏坛）城镇住宅用地兼容商服用地,佛山市顺德区杏坛镇中心北区3-2-1号地块,0.721459,现有建设用地,挂牌出让,70,房地产业,房地产业土地级别：四级,2826,1|,2013-01-19,2826|, ,佛山市顺德区辉腾房地产有限公司,1,2.5,2014-04-21,2015-04-20,2017-04-19,2014-04-20,2019-02-01,佛山市顺德区人民政府,2012-12-20,2020-04-15 11:25:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921123092&__boxModel__=true&op=page_content&sessionID=44504&pn=1,780138add1ec9264d839c246cc8976b7,
