文件标题, 正文标题, 公告类型, 行政区, 供应公告标题, 发布时间, 出让文件获取时间,出让文件获取地址,保证金截止时间, 确认竞买资格时间, 联系地址, 联系电话, 联系人, 开户单位, 开户银行, 银行账号, 宗地编号,宗地面积, 宗地坐落, 岀让年限, 容积率, 建筑密度(%), 绿地率(%), 建筑限高(米),土地用途, 投资强度, 保证金, 估价报告备案号, 现状土地条件, 起始价, 加价幅度,挂牌截止时间, 挂牌开始时间, 基础设施配套,是否土地平整, 排污设施状况, 备注, 爬取时间, 爬取地址url, 唯一标识, 
仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]008号),仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]008号),挂牌,仲恺高新区分局,仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]008号),2020-02-28,2020年02月28日 至 2020年04月02日,惠州市公共资源交易中心仲恺分中心 ,2020-04-02 09:00,2020-04-02 09:00,广东省惠州市仲恺高新区和畅五路人才服务大厦10楼,0752-3278419,0752-3278419,,,,GZK2020-8            宗地面积：            3881平方米            宗地坐落：            仲恺高新区东江科技园东兴片区                            出让年限：            45年            容积率：            大于或等于1.4并且小于或等于3.5            建筑密度(%)：            大于或等于35                             绿地率(%)：            小于20            建筑限高(米)：                        土地用途：            工业用地                            投资强度：            7000万元/公顷            保证金：            157万元            估价报告备案号：                                                        起始价：            314万元            加价幅度：            20万元                                              挂牌开始时间：            2020年03月19日09时00分            挂牌截止时间：            2020年04月02日10时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：,,仲恺高新区东江科技园东兴片区,45年,大于或等于1,,小于20,,,7000万元/公顷,157万元,,,314万元,20万元,2020-04-02 10:00,2020-03-19 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},宗地总面积为3881平方米（其中使用权面积为3431平方米）,2020-04-17 10:33:55,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587090822919&__boxModel__=true&op=page_content&sessionID=11712&pn=1,38a0d7aa1239ca95810cb0e79a82293a,
东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]026号),东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]026号),挂牌,东莞市本级,东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]026号),2020-02-28,2020年03月05日 至 2020年03月30日,,2020-03-30 09:00,2020-03-31 17:00,东莞市东城路268号测绘大厦、东莞松山湖高新技术产业开发区沁园路1号控股大厦,26983838,26983838,,,,,,松山湖生态园横沥片区规划八路北,50年,大于或等于1并且小于或等于3,,小于或等于20,,,9000万元/公顷,1550万元,,场地平整：  基础设施：三通：通水,5107万元,100万元,2020-04-01 10:00,2020-03-19 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:33:56,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587090825138&__boxModel__=true&op=page_content&sessionID=84838&pn=1,fb36fac7d7a46705bf632d551edb5b10,
仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]010号),仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]010号),挂牌,仲恺高新区分局,仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]010号),2020-02-28,2020年02月28日 至 2020年04月02日,惠州市公共资源交易中心仲恺分中心 ,2020-04-02 09:00,2020-04-02 09:00,广东省惠州市仲恺高新区和畅五路人才服务大厦10楼,0752-3278419,0752-3278419,,,,GZK2020-10            宗地面积：            58251平方米            宗地坐落：            陈江街道青春村                            出让年限：            70年            容积率：            大于1并且小于或等于3            建筑密度(%)：            小于或等于30                             绿地率(%)：            大于或等于30            建筑限高(米)：                        土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            24570万元            估价报告备案号：                                                        起始价：            49141万元            加价幅度：            500万元                                              挂牌开始时间：            2020年03月19日09时00分            挂牌截止时间：            2020年04月02日10时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：,,陈江街道青春村,70年,大于1并且小于或等于3,,大于或等于30,,,万元/公顷,24570万元,,,49141万元,500万元,2020-04-02 10:00,2020-03-19 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},宗地总面积为58251㎡(其中使用权面积为45733㎡)；商服40年，住宅70年,2020-04-17 10:33:56,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587090824234&__boxModel__=true&op=page_content&sessionID=50978&pn=1,09739cfb064edd3d73bb7c59a9be48d1,
仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]009号),仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]009号),挂牌,仲恺高新区分局,仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]009号),2020-02-28,2020年02月28日 至 2020年04月02日,惠州市公共资源交易中心仲恺分中心 ,2020-04-02 09:00,2020-04-02 09:00,广东省惠州市仲恺高新区和畅五路人才服务大厦10楼,0752-3278419,0752-3278419,,,,GZK2020-9            宗地面积：            36748平方米            宗地坐落：            陈江街道青春村                            出让年限：            70年            容积率：            大于1并且小于或等于3            建筑密度(%)：            小于或等于30                             绿地率(%)：            大于或等于30            建筑限高(米)：                        土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            14702万元            估价报告备案号：                                                        起始价：            29405万元            加价幅度：            300万元                                              挂牌开始时间：            2020年03月19日09时00分            挂牌截止时间：            2020年04月02日10时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：,36748平方米,陈江街道青春村                            出让年限：            70年            容积率：            大于1并且小于或等于3            建筑密度(%)：            小于或等于30                             绿地率(%)：            大于或等于30            建筑限高(米)：                        土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            14702万元            估价报告备案号：                                                        起始价：            29405万元            加价幅度：            300万元                                              挂牌开始时间：            2020年03月19日09时00分            挂牌截止时间：            2020年04月02日10时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：            宗地总面积：36748平方米（其中使用权面积为30441平方米）；土地使用权,商服40年,大于1并且小于或等于3,,大于或等于30,,,万元/公顷,14702万元,,,29405万元,300万元,2020-04-02 10:00,2020-03-19 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},宗地总面积：36748平方米（其中使用权面积为30441平方米）；土地使用权出让年限：商服40年，住宅70年,2020-04-17 10:33:56,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587090825916&__boxModel__=true&op=page_content&sessionID=71712&pn=1,467a3304deb8e67997c7e0e403880941,英德市自然资源局国有土地使用权挂牌出让公告(英公易土告字[2020]035号),英德市自然资源局国有土地使用权挂牌出让公告(英公易土告字[2020]035号),挂牌,英德市,英德市自然资源局国有土地使用权挂牌出让公告(英公易土告字[2020]035号),2020-04-15,2020年04月15日 至 2020年05月13日,http://www.ydjyzx.cn/gtzy ,2020-05-13 17:00,2020-05-13 17:00,英德市英城金子山一号路财政局大楼一楼清远市公共资源交易英德分中心,0763-2668091,0763-2668091,,,,101700,62164,英德市望埠镇宝墩湖以北,50年,大于1并且小于或等于2,,大于或等于35,,城镇住宅用地,万元/公顷,3750万元,,场地平整：  基础设施：,7500万元,75万元,2020-05-15 16:00,2020-05-05 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:21,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092349882&__boxModel__=true&op=page_content&sessionID=62669&pn=1,e4d7e67f908cffb90785c9c5684d26f9,
仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]018号),仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]018号),挂牌,仲恺高新区分局,仲恺高新区国土资源分局国有土地使用权挂牌出让公告(惠公易土仲恺[2020]018号),2020-04-11,2020年04月11日 至 2020年05月19日,惠州市公共资源交易中心仲恺分中心 ,2020-05-19 09:00,2020-05-19 09:00,广东省惠州市仲恺高新区和畅五路人才服务大厦10楼,0752-3278419,0752-3278419,,,,GZK2020-19,36400平方米,惠州仲恺高新区潼湖镇三和村,50年,大于或等于1,,大于或等于15并且小于或等于20,,工业用地,8500万元/公顷,1676万元,,,3353万元,30万元,2020-05-19 10:00,2020-05-06 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:22,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092350660&__boxModel__=true&op=page_content&sessionID=11900&pn=1,3add9a181fc68c4d1edb48f44654c3b2,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]004号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]004号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]004号),2020-04-09,2020年04月09日 至 2020年04月28日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,DQ2020-03,6903平方米,德庆县城官圩镇、高良镇区域地块一至地块四十四,50年,大于或等于1,,,,公用设施用地,万元/公顷,28万元,,现状土地条件：净地出让,138万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:22,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092351350&__boxModel__=true&op=page_content&sessionID=71427&pn=1,402d9de18102ea5f4d3d0545ed7238a2,
郁南县自然资源局国有土地使用权挂牌出让公告(郁自然资告字[2020]5号),郁南县自然资源局国有土地使用权挂牌出让公告(郁自然资告字[2020]5号),挂牌,郁南县,郁南县自然资源局国有土地使用权挂牌出让公告(郁自然资告字[2020]5号),2020-03-31,2020年03月31日 至 2020年04月19日,云浮市公共资源交易中心郁南分中心 ,2020-05-06 16:00,2020-05-06 11:00,郁南县都城镇中山路58号（行政服务中心四楼）,0766-7316463,0766-7316463,云浮市公共资源交易中心,由竞买人在网上挂牌交易系统自行选择,网上挂牌交易系统随机产生的子账号,云郁出挂(2020)005号,192平方米,南江口镇杨梅塘村地块,50年,小于或等于2,,,,公用设施用地,万元/公顷,15万元,4420120BA0003,,48万元,1万元,2020-05-08 16:00,2020-04-20 08:00,,,,竞得人自取得土地之日起一年内进场动工建设，正式动工之日起三年内竣工；逾期不动工建设或构成闲置的，按国土资源部《闲置土地处置办法》（国土资源部2012年第53号令）的规定处理。,2020-04-17 10:59:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092354490&__boxModel__=true&op=page_content&sessionID=270&pn=1,38a30da23ed24c574e902113abe6f81e,
东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]024号),东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]024号),挂牌,东莞市本级,东莞市自然资源局国有土地使用权挂牌出让公告(莞[2020]024号),2020-04-01,2020年04月01日 至 2020年04月20日,http://www.ggzy.dg.gov.cn ,2020-04-20 17:00,2020-04-21 17:00,,,,,,,2020WU002,58009,谢岗镇曹乐村,50年,小于或等于0,,大于或等于10,,公用设施用地,万元/公顷,2000万元,,场地平整：  基础设施：三通,4043万元,100万元,2020-04-21 15:00,2020-04-20 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092353323&__boxModel__=true&op=page_content&sessionID=84035&pn=1,f220fe3bad94decec14cff92b642fbd3,
中山市自然自然局国有土地使用权挂牌出让公告(中土告字[2018]0117号),中山市自然自然局国有土地使用权挂牌出让公告(中土告字[2018]0117号),挂牌,中山市本级,中山市自然自然局国有土地使用权挂牌出让公告(中土告字[2018]0117号),2020-03-27,2020年03月20日 至 2020年04月22日,中山市公共资源交易网（网址：http://www.zsjyzx.gov.cn） ,2020-04-21 17:00,2020-04-22 11:00,中山市博爱六路22号市行政服务中心（原市博览中心常年展厅）二楼市公共资源交易中心E区,0760-89817365,0760-89817365,中山市公共资源交易中心,由竞买人在中山市公共资源交易网土地与矿业权交易系统中申请获取,由竞买人在中山市公共资源交易网土地与矿业权交易系统中申请获取,W08-18-0117,31178,中山市民众镇沙仔村,50年,大于或等于2并且小于或等于2,大于或等于35并且小于或等于60,大于或等于10并且小于或等于15,,工业用地,5250万元/公顷,1130万元,4408119BB0180,,2260,20万元,2020-04-23 09:00,2020-03-20 09:00,,,,1.本宗用地以现状（净地）出让。2.本次公开出让不设保留价。 3. 国有建设用地使用权出让价款支付方式：上网竞价成交后，竞得人将国有建设用地使用权出让价款于签订《出让合同》之日起30天内一次性支付完毕（含保证金结转出让价款）。 4.建设用地交付时间：2020年6月29日之前；建设用地交付标准：按土地现状 。 5.土地开发建设条件：①行业要求：塑料薄膜制造，行业代码为2921（引自GB/T4754-2011）；②投资强度：≥5 250元/平方米（根据《中山市产业结构调整指导目录（2013年版）》中府[2013]110号）；③建设期限：在2021年3月26日之前之前开工，在2022年3月26日之前竣工；④成交后，竞得人须在签订《出让合同》的同时签订《用地开发建设监管合同》，就该用地的开发建设接受监管。 6.达产要求：年产值：自土地交付之日起1095日前达到人民币48000万元。年税收：自土地交付之日起1095日前达到人民币3936万元。7.经公开出让并已建成投产的工业用地（产业用地）受让人或土地实际使用人在土地出让存续期内，出现停工、停产等非生产经营情况满一年的，由土地所在地镇（区）政府责令其恢复生产经营活动。停工、停产等非生产经营情况的认定标准由所在地镇（区）政府根据项目实际情况进行认定。经责令和处理仍不恢复生产经营的，出让人可根据所在地镇（区）政府申请，与受让人解除出让合同。受让人将土地退还给出让人后，出让人扣除受让人应当支付的违约金及其他必要费用后，将已收取的国有建设用地使用权出让价款退还给受让人（不计利息）。 8.受让人因自身原因未能按照出让合同约定日期开工建设逾期超过270日但未满一年的，出让人有权解除出让合同。受让人将土地退还给出让人后，出让人扣除受让人应当支付的违约金及其他必要费用后，将已收取的国有建设用地使用权出让价款退还给受让人（不计利息）。 9.若竞得人为非中山市民众镇注册的企业，则竞得人须在签订本合同之日起60天内在中山市民众镇注册成立全资独立法人企业，再办理不动产产权登记手续。,2020-04-17 10:59:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092354601&__boxModel__=true&op=page_content&sessionID=72341&pn=1,ff42b98e3546e06eeb2d69675082a754,
佛山市自然资源局国有土地使用权挂牌出让公告(TD2020[NH]WG0003号),佛山市自然资源局国有土地使用权挂牌出让公告(TD2020[NH]WG0003号),挂牌,南海区,佛山市自然资源局国有土地使用权挂牌出让公告(TD2020[NH]WG0003号),2020-03-25,2020年02月29日 至 2020年04月20日,佛山市国有建设用地使用权和矿业权网上交易系统 ,2020-04-20 17:00,2020-04-20 17:00,佛山市南海区桂城南海大道北28号,0757-86369250,0757-86369250,,,,TD2020(NH)WG0003,56273,佛山市南海区里水镇洲村社区居民委员会（土名）“边带路”地段,70年,大于1并且小于或等于3,,,,城镇住宅用地,万元/公顷,31994万元,,,159967万元,1500万元,2020-04-22 10:00,2020-04-12 08:00,,,,,2020-04-17 10:59:25,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092355101&__boxModel__=true&op=page_content&sessionID=20206&pn=1,2bc5e8b8beade1041509af8d8cba6ea8,
佛山市自然资源局禅城分局国有土地使用权挂牌出让公告(TD[2020](CC)WG0003号),佛山市自然资源局禅城分局国有土地使用权挂牌出让公告(TD[2020](CC)WG0003号),挂牌,禅城区,佛山市自然资源局禅城分局国有土地使用权挂牌出让公告(TD[2020](CC)WG0003号),2020-03-25,2020年03月25日 至 2020年04月21日,佛山市国有建设用地使用权和矿业权网上交易系统 ,2020-04-21 17:00,2020-04-21 17:00,佛山市禅城区季华西路131号B1座805,0757-83905327,0757-83905327,,,,TD2020(CC)WG0003,20800,佛山市禅城区南庄大道南侧、纵二路西侧,70年,大于1并且小于或等于2,小于或等于28,大于或等于30,,城镇住宅用地,万元/公顷,7942万元,,,39706万元,300万元,2020-04-23 10:00,2020-04-14 08:30,,,,地块另设有保密底价。地块规划用途为二类居住用地，兼容商业商务用地，土地出让年期为住宅用地70年，商服用地40年。竞买保证金为人民币7942万元，竞买保证金以美元交纳的则为1134万元 竞买保证金以港元交纳的则为8816万元。,2020-04-17 10:59:26,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092355766&__boxModel__=true&op=page_content&sessionID=71218&pn=1,6c33553d561747612bded25b2cb22b0c,
肇庆市自然资源局国有土地使用权拍卖出让公告(肇自然资告[2020]5号),肇庆市自然资源局国有土地使用权拍卖出让公告(肇自然资告[2020]5号),拍卖,肇庆市本级,肇庆市自然资源局国有土地使用权拍卖出让公告(肇自然资告[2020]5号),2020-03-25,2020年03月25日 至 2020年04月13日,肇庆市公共资源交易中心土地和矿业权网上交易系统（http://ggzy.zhaoqing.gov.cn） 获取 拍卖 出让文件,,,肇庆市端州三路24号,0758-2109930,0758-2109930,,,,肇自然资端宗字第（2020）3号,107538平方米,端州区130区江滨一路西北侧地段                            出让年限：            70年            容积率：            大于1并且小于或等于4            建筑密度(%)：            小于或等于40                            绿化率(%)：            大于或等于35            建筑限高(米)：            小于或等于250                                            主要用途：                                        城镇住宅用地                {MX_YT}                    投资强度：            万元/公顷            保证金：            20860万元            估价报告备案号            4417020BA0073                                                    场地平整：平整，净地出让  基础设施：给水 排水 通电 通路 通讯 通燃气                                                         起始价：            104300万元            加价幅度：            500万元                                                    备注：            （一）项目规划条件。宗地净用地面积107538平方米，使用性质为城镇住宅、零售商业、商务金融。容积率：130-04≤4.0（要求设置建筑面积不少于5万平方米的五星级酒店）；130-05≤3.6（其中兼容商业比例不大于5%）。建筑密度：130-04≤40%；130-05≤28%（住宅净密度≤20%）；建筑高度：130-04≤250米（至少有一幢建筑高度需达到250米）；130-05≤150米。绿地率：130-04≥20%，130-05≥35%。（二）,城镇住宅用地70年,大于1并且小于或等于4,小于或等于40,大于或等于35,,城镇住宅用地,万元/公顷,20860万元,4417020BA0073,,104300万元,500万元,,,,,,（一）项目规划条件。宗地净用地面积107538平方米，使用性质为城镇住宅、零售商业、商务金融。容积率：130-04≤4.0（要求设置建筑面积不少于5万平方米的五星级酒店）；130-05≤3.6（其中兼容商业比例不大于5%）。建筑密度：130-04≤40%；130-05≤28%（住宅净密度≤20%）；建筑高度：130-04≤250米（至少有一幢建筑高度需达到250米）；130-05≤150米。绿地率：130-04≥20%，130-05≥35%。（二）出让年限：城镇住宅用地70年，零售商业、商务金融用地40年。（三）根据《肇庆市人民政府关于印发的通知》（肇府[2014]2号）有关规定，该宗地竞得人需履行公共服务设施配建义务。,2020-04-17 10:59:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092356388&__boxModel__=true&op=page_content&sessionID=93450&pn=1,91227cffa43d04d6bb03d5e96d18bf03,
罗定市自然资源局国有土地使用权挂牌出让公告(罗自然告字[2020]04号),罗定市自然资源局国有土地使用权挂牌出让公告(罗自然告字[2020]04号),挂牌,罗定市,罗定市自然资源局国有土地使用权挂牌出让公告(罗自然告字[2020]04号),2020-03-25,2020年03月25日 至 2020年04月27日,云浮市公共资源交易网网址：http://ggzy.yunfu.gov.cn/yfggzy ,2020-04-27 16:00,2020-04-27 16:00,罗定市龙园路44号行政服务中心六楼,0766-3818036,0766-3818036,云浮市公共资源交易中心,由竞买人在网上挂牌交易系统自行选择,网上挂牌交易系统随机产生的子账号,云罗出挂[2020]004号,2936,罗定市船步镇迴龙村委振塘,40年,小于或等于1,小于或等于30,大于或等于10,,零售商业用地,万元/公顷,130万元,4420720BA0017,,295万元,10万元,2020-04-29 16:00,2020-04-14 08:00,,,,（一）根据船步镇控制性规划，本宗地属于加油加气站项目用地，竞得人竞得土地后只能建设加油加气站不能作其他用途。（二）本项目建设需使用振塘候车亭的位置，竞得人须按船步镇人民政府选定的重建位置，按市交通运输局的建设方案在60天内重新建设一个候车亭。船步镇人民政府负责监督落实。（三）竞买人取得土地使用权之日起12个月内动工建设， 24个月申请竣工验收。在这个时限未能建成投入使用的，按国土资源部《闲置土地处理办法》（国土资源部第53号令）的规定，土地出让方将有权依法、依规收取土地闲置费或无偿收回该建设项目用地。,2020-04-17 10:59:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092356960&__boxModel__=true&op=page_content&sessionID=73604&pn=1,aa5b63b2654ebd73ed9058e6230f8c13,
汕头市自然资源局潮阳分局国有土地使用权挂牌出让公告(潮阳自然资出让告[2020]1号),汕头市自然资源局潮阳分局国有土地使用权挂牌出让公告(潮阳自然资出让告[2020]1号),挂牌,潮阳区,汕头市自然资源局潮阳分局国有土地使用权挂牌出让公告(潮阳自然资出让告[2020]1号),2020-03-09,2020年03月09日 至 2020年04月10日,汕头市政府门户网站部门导航（http://www.shantou.gov.cn/ggzyjy/） 在“资料下载”栏点击“国土资源网上交易系统客户端软件下载”进入汕头市国土资源网上交易系统浏览、下载 ,2020-04-10 16:00,2020-04-10 17:00,汕头市潮阳区政务服务数据管理局三楼,（0754）83812622,（0754）83812622,汕头市公共资源交易中心,汕头市国土资源网上交易系统上获取,汕头市国土资源网上交易系统上获取,,,潮阳区海门镇滨海大小贼澳、南坑山、白石岭至小贼澳路,50年,大于或等于1并且小于或等于2,,大于或等于10并且小于或等于20,,,万元/公顷,4000万元,,现状土地条件：净地,15500万元,300万元,2020-04-13 15:00,2020-03-30 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1、本次挂牌出让采用网上挂牌出让方式，依托汕头市国土资源网上交易系统进行；2、规划用途：三类工业（电厂）用地285.529亩、二类仓储物流用地108.685亩;3、土地面积288728平方米（433.092亩，其中实用面积394.214亩、城市道路面积38.878亩）；4、其他规划设计条件按照原潮阳区城乡规划局出具的《规划设计条件》。,2020-04-17 10:59:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092357344&__boxModel__=true&op=page_content&sessionID=64532&pn=1,11732eb6155e78288723bfcf0b53e163,
龙门县自然资源局国有土地使用权挂牌出让公告(惠公易土龙门[2020]003号),龙门县自然资源局国有土地使用权挂牌出让公告(惠公易土龙门[2020]003号),挂牌,龙门县,龙门县自然资源局国有土地使用权挂牌出让公告(惠公易土龙门[2020]003号),2020-02-28,2020年02月29日 至 2020年04月01日,惠州市公共资源交易中心龙门分中心土地与矿业权网上挂牌交易系统（www.lmgtjy.com） ,2020-04-01 18:00,2020-04-01 18:00,广东省惠州市公共资源交易中心龙门公中心龙门县东门路11号,0752-7988083,0752-7988083,,,,LM2020-7,19999,龙江镇路溪村,50年,大于或等于1,大于或等于30,小于或等于20,,工业用地,3000万元/公顷,316万元,,,632万元,18万元,2020-04-02 16:00,2020-03-20 09:00,,,,,2020-04-17 10:59:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092358050&__boxModel__=true&op=page_content&sessionID=47175&pn=1,4f57b4c0f0868608e3e617c694385163,
中山市自然资源局国有土地使用权挂牌出让公告(中土告字[2020]0007号),中山市自然资源局国有土地使用权挂牌出让公告(中土告字[2020]0007号),挂牌,中山市本级,中山市自然资源局国有土地使用权挂牌出让公告(中土告字[2020]0007号),2020-02-26,2020年01月23日 至 2020年04月01日,中山市公共资源交易网（网址：http://www.zsjyzx.gov.cn） ,2020-03-31 17:00,2020-04-01 11:00,中山市博爱六路22号市行政服务中心（原市博览中心常年展厅）二楼市公共资源交易中心E区,0760-89817365,0760-89817365,中山市公共资源交易中心,由竞买人在中山市公共资源交易网土地与矿业权交易系统中申请获取,由竞买人在中山市公共资源交易网土地与矿业权交易系统中申请获取,W15-20-0007,11395,中山市南朗镇（翠亨新区起步区）西三围,50年,大于或等于3,小于或等于40,大于或等于10并且小于或等于20,,工业用地,9000万元/公顷,3230万元,4422220BA0005,,6461,64万元,2020-04-02 09:00,2020-02-15 09:00,,,,（1）本宗用地已达基本建设要求。（2）本次公开出让不设保留价。（3）国有建设用地使用权出让价款支付方式：签订《出让合同》之日起20天内将成交总地价款一次性支付完毕。（4）建设用地交付时间：付清全部地价款之日起20天内  由申请单位按约定标准将国有建设用地交付竞得人使用。（5）土地开发建设条件：①行业要求及代码：信息传输、软件和信息技术服务业、科学研究和技术服务业、医药制造业、电气机械和器材制造业、计算机、通信和其他电子设备制造业、仪器仪表制造业、工业服务业、生产性服务业、现代服务业，用地竞得后产业方向符合其中一项即可；②投资强度：≥9000元/平方米；③建设期限：动工时间设定为自土地交付之日起182天内开工建设，竣工时间设定为自开工之日起1095天内竣工。；④本宗用地成交后，由竞得人与中山市翠亨新区管理委员会签订《项目履约监管合同》，竞得人就该用地项目的开发建设事宜接受所在镇区监管。（6）达产要求：竞得人应自土地交付之日起2372天内达产，达产当年达到预期产值17093.1万元、预期纳税额854.66万元。（7）经公开出让并已建成投产的工业用地（产业用地）受让人或土地实际使用人在土地出让存续期内，出现停工、停产等非生产经营情况满一年的，由土地所在地镇（区）政府责令其恢复生产经营活动。停工、停产等非生产经营情况的认定标准由所在地镇（区）政府根据项目实际情况进行认定。经责令和处理仍不恢复生产经营的，出让人可根据所在地镇（区）政府申请，与受让人解除出让合同。受让人将土地退还给出让人后，出让人扣除受让人应当支付的违约金及其他必要费用后，将已收取的国有建设用地使用权出让价款退还给受让人（不计利息）。（8）分割转让前提条件，分割转让比例：①在竞得人首期工程竣工并达到《项目履约监管合同》约定的投资强度后，可以分割转让的建筑面积累计最高至计容建筑面积的20%（包括配套部分）；②在竞得人完成年产值、年税收指标后（可提前完成），可以分割转让的建筑面积累计最高至计容建筑面积的30%（包括配套部分）；③在竞得人完成所有指标后（可提前完成），可以分割转让的建筑面积累计至计容建筑面积的49%（包括配套部分）。（9）其他开发建设、分割转让、使用管理等要求应按《中山市新型产业用地管理办法》执行。,2020-04-17 10:59:29,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092358625&__boxModel__=true&op=page_content&sessionID=92443&pn=1,a8943471e59b6b026d6a437add607286,
